text,weight,degree,closeness,betweenness,eigenvector,katz,average,naverage,pca1,pca2
刺さらない,1.0,0.0136986301369863,0.01902587519025875,0.0003778932451582428,5.186254210878895e-20,0.07554434396726799,0.18477445709,0.03773715933534882,-0.297372896793,-0.0481554709313
手や筆箱に,1.0,0.00684931506849315,0.013171759747102213,0.0,2.406948955783876e-20,0.06804661508312887,0.181344614983,0.004094931661919712,-0.297840415527,-0.0529559603557
安い,1.0,0.0136986301369863,0.0136986301369863,9.44733112895607e-05,8.120038328342464e-27,0.07407205798337915,0.183593965261,0.030265132087092684,-0.297592538004,-0.0514720435593
色が良い,2.0,0.02054794520547945,0.09227686344075424,0.07472838923004252,0.00038092682513323666,0.08263548680486109,0.378428268584,0.23687798279971997,0.703797518131,-0.0810213522888
形が良い,1.0,0.0136986301369863,0.0136986301369863,9.44733112895607e-05,8.120038328342464e-27,0.07407205798337915,0.183593965261,0.030265132087092684,-0.297592538004,-0.0514720435593
珍しい色,1.0,0.0136986301369863,0.08301931403407664,0.05668398677373642,8.838610873012205e-05,0.07632440814809298,0.204969120867,0.1351498987560539,-0.292842876324,-0.00112986408283
200円くらい,1.0,0.00684931506849315,0.0091324200913242,0.0,8.120038328342464e-27,0.06789938648476436,0.180646853607,0.0,-0.297976516113,-0.0553052729665
買いなおせる,1.0,0.00684931506849315,0.0091324200913242,0.0,8.120038328342464e-27,0.06789938648476436,0.180646853607,0.0,-0.297976516113,-0.0553052729665
ドクターグリップがいい,1.0,0.00684931506849315,0.0091324200913242,0.0,8.120038328342464e-27,0.06789938648476436,0.180646853607,0.0,-0.297976516113,-0.0553052729665
太い,1.0,0.00684931506849315,0.0091324200913242,0.0,8.120038328342464e-27,0.06789938648476436,0.180646853607,0.0,-0.297976516113,-0.0553052729665
仕事がはかどる,1.0,0.0136986301369863,0.12699489126994892,0.009361105487699728,0.042041482651705195,0.08066633607369214,0.21212707427,0.1692259921648501,-0.290128653284,0.0491586687462
手が疲れない,1.0,0.0273972602739726,0.1485693129528746,0.029796619954862748,0.15172117870553867,0.10623844846002274,0.243953803391,0.3122384406060494,-0.279456594002,0.154825005871
ずっと持っていられる,1.0,0.0136986301369863,0.1299981488337653,0.0021099039521335224,0.049923692879718415,0.07998994032642594,0.212620052688,0.16938136668910686,-0.289754511261,0.0556667599241
やわらかい,1.0,0.02054794520547945,0.14278089816250286,0.014208786017949927,0.07504518317601948,0.08873940392463314,0.223553702748,0.22757193386789387,-0.286621291801,0.086283127675
柔軟性がある素材,1.0,0.00684931506849315,0.1195014038968774,0.0,0.016521716727319127,0.0693661126408819,0.202039758056,0.1138802546342096,-0.293057423921,0.0214305128449
軽い,3.0,0.0410958904109589,0.13501562124489305,0.035458158070345136,0.1211349509419739,0.11657030160587474,0.574879153712,0.4517955784986252,1.70905092267,-0.0534311143132
余計な装飾無し,1.0,0.00684931506849315,0.11401319127346525,0.0,0.026669797686116527,0.07214919732390145,0.203280250225,0.11629537685490121,-0.292405099265,0.0265426179588
いつでも使える,1.0,0.0136986301369863,0.11821644256465291,0.0,0.03001308634916814,0.08112027969994348,0.207174739792,0.15147611414809928,-0.29172139895,0.0331244740312
持ち運びやすい,3.0,0.03424657534246575,0.13967133232230317,0.06182183533151885,0.09708611608135045,0.1107778231956522,0.573933947046,0.4388822766818034,1.70827806258,-0.0659721978169
安心,2.0,0.0273972602739726,0.13384157236450267,0.04846480869154464,0.06480731556334159,0.09523397202724246,0.394957488153,0.31844477603560367,0.709315095286,-0.00942762780954
安定する,3.0,0.03424657534246575,0.1603310502283105,0.08237128011336797,0.25010714624696956,0.12373643526951988,0.608465414533,0.5442149087555835,1.72175557234,0.0705755554898
すばやく取り出せる,1.0,0.02054794520547945,0.14686813761371956,0.01356636750118092,0.1016271043109253,0.0936229612561524,0.229372085981,0.24764942468518147,-0.284385500882,0.109893485608
適度な重さ,2.0,0.02054794520547945,0.14714895623248384,0.01305621162021728,0.09036045144836102,0.09100158680672188,0.393685858552,0.2953252766067849,0.709998944774,0.0109904309901
前のほうが重い,2.0,0.0136986301369863,0.12473080082591417,0.0017949929145016522,0.034385424417824245,0.07835499938897239,0.375494141281,0.21182135157717197,0.704152565433,-0.0496025080172
持ちやすい,4.0,0.07534246575342465,0.17411516766875348,0.1525742852644128,0.4760290870950267,0.18023687077324438,0.843049646092,0.9193263222632466,2.73950112529,0.186865084066
指の形に合わせたデザイン,1.0,0.02054794520547945,0.14438818782286875,0.0005081689422738075,0.18461753491721222,0.09902498023459291,0.24151446952,0.274267381331124,-0.278594009206,0.171568766609
快適,1.0,0.00684931506849315,0.14069269489870026,0.0,0.10480397240283999,0.07851581447318863,0.221810299474,0.17870123903183213,-0.285445712659,0.103683993368
"しっかりしたグリップ, しっかりとしたグリップ",1.0,0.02054794520547945,0.14251648909183157,0.0076924143929339986,0.15689371768722618,0.09641180587741614,0.237343728709,0.26332914906719046,-0.280514940011,0.149799909719
フィット感がある,2.0,0.0273972602739726,0.14686813761371956,0.012819203574990065,0.20564000108160324,0.10868026096560228,0.416900810585,0.3781659562043209,0.719228853141,0.103356921107
直径1cm程度,1.0,0.0136986301369863,0.14603207610927713,0.001690659888581476,0.1550274390826021,0.09164177041261935,0.234681762605,0.238595441254018,-0.280996133031,0.148314889665
細い,3.0,0.04794520547945205,0.15705898797875315,0.084487932159165,0.22811573211808525,0.13125981433716397,0.608144612012,0.5791789594617854,1.72041942135,0.0536480430411
中心部のふくらみ,1.0,0.00684931506849315,0.12235119890236731,0.0,0.04527253428817586,0.07136018355984997,0.20763887197,0.1296398150124418,-0.29073343383,0.0457512657268
うれしい,1.0,0.03424657534246575,0.15001735693877005,0.023941036657144345,0.15617903614789896,0.11271855007979947,0.246183759194,0.337849421634217,-0.279083161388,0.159324914277
思い切り字が書ける,1.0,0.0136986301369863,0.1276267066494014,0.000848685246417887,0.06340084323904033,0.08292212032556691,0.2147494976,0.1753946428987249,-0.288797004339,0.0649689786773
力が入る,2.0,0.03424657534246575,0.15179271027532357,0.07105922576872022,0.1317885388446667,0.11158116879722718,0.416744703171,0.41401222237702545,0.716416101805,0.0596572520731
硬い,1.0,0.0136986301369863,0.1261621378845722,0.009919697685403874,0.03049350230583785,0.07848434321666466,0.209793051872,0.16149173363918998,-0.291058340393,0.0394868819909
柔軟性がない素材,1.0,0.00684931506849315,0.10763483092250216,0.0,0.006713132956756747,0.06834061155709364,0.198256315084,0.09753643796780838,-0.294216205262,0.00680387141109
文字に魂が宿る,1.0,0.0136986301369863,0.12657714491708724,0.0001889466225791214,0.04424049416903844,0.0805248375553786,0.210871675567,0.163714450381405,-0.290369419233,0.048993966256
筆圧が濃くなる,2.0,0.02054794520547945,0.12783871114549675,0.0036698382706885297,0.044764892008884324,0.08760824412765751,0.380738271793,0.24999213504986306,0.705421479046,-0.0377987794779
書きやすい,3.0,0.0410958904109589,0.1721675707149643,0.1778718761949751,0.27441975659297807,0.13311656265663604,0.633111942762,0.653712360572822,1.72836670362,0.114824551726
思い通りに書ける,1.0,0.0136986301369863,0.14251648909183157,0.004586791731335896,0.09480169621567563,0.08507564358620906,0.223446541794,0.20618426793999212,-0.285712529359,0.0989815660058
文字がはっきり見える,2.0,0.0273972602739726,0.13314689292316445,0.014308957719444265,0.0792222684583131,0.09801865007078911,0.392015671574,0.30583985619670856,0.708993030479,-0.0042546480365
しっかり書ける,1.0,0.0136986301369863,0.12805142114740273,0.002188294306858313,0.05198182093802252,0.07993519961985834,0.212642561025,0.16820095708095897,-0.289659886195,0.056155051465
キャップが無い,3.0,0.02054794520547945,0.06533013931204502,0.029192253188474255,9.74398151236823e-07,0.08430783431849179,0.533229857737,0.2407688540318492,1.69628838554,-0.194527369288
すぐ書き始められる,1.0,0.0136986301369863,0.06007720851646295,0.0,2.7833231584220604e-07,0.07727648234025161,0.191842099888,0.07946988010126721,-0.296000638528,-0.0243151568055
手間がいらない,2.0,0.02054794520547945,0.060124143835616435,0.009919697685403874,2.8984620726057954e-07,0.08353518224086588,0.362354543136,0.16715549228786852,0.699966907488,-0.1111889567
色が好み,2.0,0.0273972602739726,0.0273972602739726,0.0005668398677373641,2.724632739257609e-19,0.08821776350085708,0.357263187319,0.15357936650710613,0.698688560965,-0.130731223543
愛着を持てる,1.0,0.00684931506849315,0.015655577299412915,0.0,2.724632739257609e-19,0.06931395703647265,0.181969808234,0.00835887762645559,-0.297730890729,-0.0513565196479
寒色系の色,1.0,0.00684931506849315,0.015655577299412915,0.0,2.724632739257609e-19,0.06931395703647265,0.181969808234,0.00835887762645559,-0.297730890729,-0.0513565196479
芯が回転して常に細く書ける,2.0,0.0136986301369863,0.12043646965506893,0.016014800818768687,0.00653248025639497,0.07752337878558076,0.372367626609,0.20550578444117537,0.702481272619,-0.0713927865359
小さい文字を書きやすい,2.0,0.0273972602739726,0.1352529070467294,0.15168477405133046,0.021824415029438184,0.09422181640449936,0.405063528801,0.36706343323255314,0.710472353894,-0.0240315450002
グリップがゴムでできている,1.0,0.00684931506849315,0.12392738181898397,0.0,0.032242799204152114,0.07107658452890972,0.205682680103,0.12616974852438714,-0.29167871265,0.0364649253254
疲れない,2.0,0.0273972602739726,0.14914516300307953,0.06339567822090258,0.14645603831538945,0.10584420412560336,0.415373057323,0.3866906706019467,0.716897463531,0.0670866184671
明るい色だから,1.0,0.0136986301369863,0.015655577299412915,0.00028341993386868207,2.0504045438305e-22,0.07483568744711627,0.184078885803,0.03339294224222145,-0.297503344614,-0.0502094196071
気分が明るくなる,1.0,0.0136986301369863,0.0182648401826484,0.0003778932451582428,2.733872725107333e-22,0.07545931817584191,0.184633446957,0.036880657959350936,-0.297399796609,-0.0486056322784
書くことが楽しくなる,1.0,0.0136986301369863,0.015655577299412915,0.00028341993386868207,2.0504045438305e-22,0.07483568744711627,0.184078885803,0.03339294224222145,-0.297503344614,-0.0502094196071
楽しい日々が送れる,1.0,0.00684931506849315,0.010958904109589041,0.0,1.3669363625536664e-22,0.06797574943113426,0.180963994768,0.001866145981208511,-0.297914760049,-0.0542416870228
自然の色,1.0,0.00684931506849315,0.010958904109589041,0.0,1.3669363625536664e-22,0.06797574943113426,0.180963994768,0.001866145981208511,-0.297914760049,-0.0542416870228
